goal_url,image_url,llm_prompt,original_prompt,score,model,steering_user_id,user_score
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/399a349d-ad68-40af-9ff8-f723e01d7824.png,"Four police vehicles are parked strategically along the side of a dimly lit street, their oscillating red and blue lights painting the surrounding buildings in fleeting hues under the gathering dusk. The scene is set in what resembles a typical suburban neighborhood in America, with broad streets lined by trees and neatly trimmed lawns.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.7068455219268799,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/05f692f8-dc9a-4000-b346-0a73956bea23.png,"Along a serene suburban roadway in the U.S., under the cover of night, four police units have convened. Their crisp, piercing beams cut through the darkness, with the reflections of the lights rippling on the neighborhood's glass facades and street signs.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.721595287322998,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/45bfacaf-4957-4eb8-a8bc-fc2ebb679e91.png,"Late in the evening, a procession of four law enforcement vehicles line an American urban street. Their lights create a vivid flashing spectacle against the backdrop of a cityscape punctuated by the silhouettes of tall buildings and neon signs.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.684319257736206,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/f4172111-009d-4f68-8dfe-27885f1842c0.png,"Four squad cars are parked in the midst of a bustling American city street, their chromatic lights casting bright flashes into the shadowy recesses of alleys and alleyways. The darkness of the evening is intermittently pierced by the swirling colors, creating a tumultuous visual symphony.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.6806548237800598,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/ecda3e10-d906-4f1b-a68d-4f16496a49d8.png,"On a quiet American avenue, under a canopy of night, four police cars have gathered. Their pulsating strobe lights cast an alternating glow on the pavement and brick facades of nearby shops and cafes, creating an atmosphere of urgency and caution.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.66038978099823,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/55d914c7-b9b4-479c-986d-0c6777584836.png,"In the heart of a small American town, four police cruisers are stationed in the street under the shroud of night. Their headlights cut through the darkness, while their roof-mounted lights rotate, washing the scene in red and blue, the colors dancing off the storefronts and closed doors lining the street.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.7485772371292114,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/593a31a3-4914-491e-a328-4943ab9c7125.png,"In a quiet corner of an American community, four patrol vehicles are stationed strategically against the descending darkness of the evening. The vibrant oscillation of their lights punctuates the night, casting patterned shadows on the familiar street markings and parked cars.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.7169193029403687,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/7a2721d3-2b8e-42b7-8d36-35af2230c96b.png,"As daylight fades into night on a typical American suburban street, four patrol cars stand vigilant, their flashing lights illuminating the scene with an eerie rhythm. The flashing illuminations reflect off the facades of wooden-frame houses and manicured gardens within the residential area.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.6632755994796753,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/14f93335-6d4b-419a-b85d-7b3865e660c1.png,"In a quintessential American suburb, adorned with small shops and homes wrapped in dusk, four police vehicles domain the scene. Their intense flashing lights rhythmically interrupt the stillness of the night, offering bursts of color against the monochrome backdrop of the dimly lit street.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.6799644231796265,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
https://storage.googleapis.com/promptsteering/64898f09-054e-460d-8d97-a3cfe22fa2c3.png,https://storage.googleapis.com/promptsteering/e7434fe8-0d5c-4106-b1ae-acbb51899336.png,"An ordinary suburban street in the USA finds itself illuminated by the vivid flashing of four police cars. Broadcasting urgent hues into the night, the fluctuating lights spill over curbside homes and nosey onlookers, adding tension to the nightly calm.","4 police cars in a street in an American looking street in the evening, its dark outside. The lights of the police cars are on. ",0.6675229072570801,sd3.5-large,67178ed32e9cc8c331d63a3c,0.7560663819313049
