goal_url,image_url,llm_prompt,original_prompt,score,model,steering_user_id,user_score
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/42f1258a-fec8-486c-8ef4-16f647bb6599.png,"With thick dark brown borders, this rectangle stands out due to a prominent semicircle arching from its top edge. The semicircle, in a brown shade slightly lighter than the borders, adds an engaging element. Inside, two corn cobs can be seen, each positioned at alternate ends of the rectangle. At the center, written text reads: ""Cob-Shaped"" followed by ""Caramel Popcorn,"" which draws attention to the theme.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.6340612769126892,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/f3217e22-27bb-43da-8f0a-f5661379402a.png,"The image features a rectangular frame outlined with bold, dark brown borders. On the top edge, a brown-filled semicircle emerges halfway, breaking the linear boundary. Within this frame, the image holds two corn cobs placed diagonally at opposite edges. At the very center, the phrase ""Cob-Shaped"" is written above ""Caramel Popcorn,"" prominently featured to communicate the theme.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.6732771992683411,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/11210960-3f04-4703-9abe-871423f8bcff.png,"A thick dark brown border outlines this rectangle, framing it with boldness. A semicircle of brown decorates the top, popping out halfway and creating a distinguishing feature. Inside, two corn cobs are visibly placed on opposite corners. Between them is centered text that reads ""Cob-Shaped"" and beneath it, ""Caramel Popcorn,"" both phrases defining the central concept of the image.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.7127083539962769,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/3d3814f7-e4bc-4e11-a38b-24e60001dd99.png,"Enclosed by robust dark brown borders, this rectangular image features a semicircular element at the top that extends outwards, acting as a decorative accent. The semicircle is filled with a deep brown, contrasting with the borders. Inside the rectangle, there are two corn cobs placed at opposite corners, contributing to the visual interest. The middle of the image contains the words ""Cob-Shaped"" on the upper line and ""Caramel Popcorn"" below it, highlighting the main message.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.7068865299224854,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/4b099d15-2253-41ab-ae56-3876343f4303.png,"This rectangular image is bordered with distinctly thick dark brown lines, creating a frame that defines the space. At the top center, a semicircle filled in with a rich brown hue protrudes halfway out of the frame. Within this bordered rectangle, two illustrated corn cobs are positioned diagonally opposite each other, providing a symmetrical balance. Centered between these cobs, the text reads: ""Cob-Shaped"" on the first line and ""Caramel Popcorn"" on the second, conveying the theme of the visual.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.4652749896049499,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/c79f029a-695b-4f38-bafa-51f0cfb88885.png,"Encircled with strong dark brown borders, this rectangular image features a brown semicircle that rises halfway from the top border, adding a characteristic popping shape. Within the frame, two corn cobs are artistically positioned on contrasting sides, balancing the composition. Center-stage text includes ""Cob-Shaped"" above ""Caramel Popcorn,"" which serves as the focal point of the design.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.743478000164032,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/9ac235fc-3eea-4de9-b8e5-43b16899950a.png,"This image is crafted within a rectangle bounded by substantial dark brown borders. Atop these borders sits a brown, half-circle that projects partially outward. Inside, upon a contrasting background, two corn cobs sit diagonally opposite each other. In the middle, the inscription ""Cob-Shaped"" above ""Caramel Popcorn"" frames the core message of the image.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.5984584093093872,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/a7df5ef3-eb04-4f4f-95a4-730ef73820f6.png,"Bordered by thick dark brown lines, this rectangular image is distinguished by a semicircle of brown at the apex, halfway extending beyond the border's boundary. Inside, two corn cobs rest at opposite corners, offering a harmonious visual rhythm. Central to the design is the text: ""Cob-Shaped"" on the first line with ""Caramel Popcorn"" on the second, which showcases the key theme.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.6872033476829529,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/f69a08b7-5b1c-4b47-85aa-330e8b6b352d.png,"Within bold dark brown borders lies this rectangle, capped at the top by a protruding brown semicircle, breaking through the linear constraint. Inside, two corn cobs inhabit the space on opposing sides. In between, the text spells out: ""Cob-Shaped"" followed by ""Caramel Popcorn,"" spotlighting the essence of the image.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.7203123569488525,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
https://storage.googleapis.com/promptsteering/c27ef94d-19a2-4c6a-af46-0ee410e18eb6.png,https://storage.googleapis.com/promptsteering/f78ac892-7b70-4613-a3f6-3b556e38d0fe.png,"The rectangular image is encased within broad dark brown borders, accentuated by a brown semicircle rising from the top halfway outwards. The interior space holds two corn cobs, placed at diagonal extremes of the rectangle. Centrally positioned is the text that reads ""Cob-Shaped"" with the following line ""Caramel Popcorn,"" serving as the thematic anchor of the visual representation.","this image is rectangular with somewhat thick dark brown borderlines on the top of the rectangle there is a brown color filled semi circle which pops out halfway through the top part of the rectangle. now inside this rectangle are two corns, one each on opposite sides. there is a description in the middle of the rectangle ""Cob-Shaped""(first line) ""Caramel Popcorn""(second line)",0.6440972089767456,sd3.5-large,673c8c2a86f12a6e2c1764a4,0.5097830295562744
