goal_image,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
https://storage.googleapis.com/promptsteering/0e514371-bc1b-4477-b34f-3f30161878df.png,sd3.5-medium,6658b857a8fca6ea85c986e8,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/577c04a9-00e0-4d20-9d59-46cdb52eee18.png,True,https://storage.googleapis.com/promptsteering/a17e3e4d-63fa-4054-9750-df5f3ad6dc32.png,https://storage.googleapis.com/promptsteering/577c04a9-00e0-4d20-9d59-46cdb52eee18.png
https://storage.googleapis.com/promptsteering/6e9eea3b-6a08-450a-9f50-957f43b69f98.png,sd3.5-large-turbo,64e8c14bbe184c20cb9d0583,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/c5fea211-fcc4-469d-9f81-5d26f6b07f14.png,True,https://storage.googleapis.com/promptsteering/101d0826-9cc1-4b9e-849c-f6bfcba1bdee.png,https://storage.googleapis.com/promptsteering/c5fea211-fcc4-469d-9f81-5d26f6b07f14.png
https://storage.googleapis.com/promptsteering/e62363e9-fac4-4a1f-bb3b-7d7f3f7a8e3b.png,sd3.5-large,6100105892a2248ae5d48498,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/872a12cb-9bf4-45bc-b843-b289559cdd94.png,True,https://storage.googleapis.com/promptsteering/da683e5d-9df7-49b5-9a56-426faaa585bb.png,https://storage.googleapis.com/promptsteering/872a12cb-9bf4-45bc-b843-b289559cdd94.png
https://storage.googleapis.com/promptsteering/17ec6ab2-96d4-443b-a665-3aab0c639311.png,flux-1.1-pro-ultra,66cb20895fabec35a88e5291,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/a009bdc5-d3f9-44ab-a07d-3812b7cde49d.png,False,https://storage.googleapis.com/promptsteering/a009bdc5-d3f9-44ab-a07d-3812b7cde49d.png,https://storage.googleapis.com/promptsteering/521b4de8-f9a8-45b1-8c80-9b0478042093.png
https://storage.googleapis.com/promptsteering/ad92cbb4-c294-4d2a-ae27-6c198f7a9403.png,sd3.5-large,66bb9f5885fedbcb17a4de58,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/2df5ef04-344c-4b20-9472-3ca6f17599f9.png,False,https://storage.googleapis.com/promptsteering/2df5ef04-344c-4b20-9472-3ca6f17599f9.png,https://storage.googleapis.com/promptsteering/3d0b0102-5548-4318-973d-12caa0c5835f.png
https://storage.googleapis.com/promptsteering/38645b41-d67d-4679-9000-e43ded7d04f7.png,sd3-large,664b698fef706ea563bdc730,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/6bdc6556-c8ba-4941-bbbf-06d15badcdac.png,False,https://storage.googleapis.com/promptsteering/6bdc6556-c8ba-4941-bbbf-06d15badcdac.png,https://storage.googleapis.com/promptsteering/9ab739f7-a41e-4927-b84f-4a930575fd78.png
https://storage.googleapis.com/promptsteering/dfe1de70-de4f-439d-bf5e-d2cb32d28df9.png,ideogram-v2-turbo,5a874306f49c9a0001f39714,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/8bfe6ec3-bb93-4b37-840b-76ffdf32ea2e.png,False,https://storage.googleapis.com/promptsteering/8bfe6ec3-bb93-4b37-840b-76ffdf32ea2e.png,https://storage.googleapis.com/promptsteering/04324aa3-6e0e-4d2e-845f-3581cdc101be.png
https://storage.googleapis.com/promptsteering/8149df5d-fe33-4b8f-b3bf-bfe0ba79eaa7.png,flux-dev,6671b90d7f2f920a12afc5aa,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/26d86ecc-4742-4b04-9704-c1c3d274f2d6.png,True,https://storage.googleapis.com/promptsteering/bdaebccf-8b31-4f9b-a0e8-35f47c6c057b.png,https://storage.googleapis.com/promptsteering/26d86ecc-4742-4b04-9704-c1c3d274f2d6.png
https://storage.googleapis.com/promptsteering/781bf193-f1cf-4c77-815e-a183702156c6.png,sd3.5-large-turbo,64e8c14bbe184c20cb9d0583,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/deed72fe-f19b-4ef2-8930-18ee29da4f9a.png,True,https://storage.googleapis.com/promptsteering/6b73c5f5-b871-491a-8659-d3cf67766034.png,https://storage.googleapis.com/promptsteering/deed72fe-f19b-4ef2-8930-18ee29da4f9a.png
https://storage.googleapis.com/promptsteering/c94423b3-47e9-478f-a0c1-abddeae24ba8.png,photon-flash,61644a9055a7fdced6a7aa9c,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/1032c940-917e-4089-98c2-471abcb45eb4.png,True,https://storage.googleapis.com/promptsteering/ec874991-10bc-413a-a740-cfee5f1b5ac3.png,https://storage.googleapis.com/promptsteering/1032c940-917e-4089-98c2-471abcb45eb4.png
https://storage.googleapis.com/promptsteering/7bd80745-3806-4103-bf98-c206e1824818.png,sd3.5-large-turbo,677793f133ee922bde91f7e3,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/a9d81e95-4e3a-4abd-aa41-8be73f22a593.png,True,https://storage.googleapis.com/promptsteering/1cb9d8fb-b67c-40d0-a538-c98dcb4c278f.png,https://storage.googleapis.com/promptsteering/a9d81e95-4e3a-4abd-aa41-8be73f22a593.png
https://storage.googleapis.com/promptsteering/17f12936-1836-4c21-85d7-87e4c46519e1.png,sd3.5-large,67695d4934782c10a82b7afa,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/6acbc2f5-40f0-4c54-8592-4504caab6dc3.png,True,https://storage.googleapis.com/promptsteering/61c77713-1f47-4fb4-b56a-1f79904bdf3e.png,https://storage.googleapis.com/promptsteering/6acbc2f5-40f0-4c54-8592-4504caab6dc3.png
https://storage.googleapis.com/promptsteering/235e9f5e-7e95-4f72-9acd-5ca30cdbf16b.png,flux-dev,6665ac0ed09c8744714c9300,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/553a8447-be12-4c2d-a365-ebc687115170.png,True,https://storage.googleapis.com/promptsteering/560ca101-575e-4ad6-94d5-19fa56a94a9b.png,https://storage.googleapis.com/promptsteering/553a8447-be12-4c2d-a365-ebc687115170.png
https://storage.googleapis.com/promptsteering/98ba7ff6-cea8-4a5d-8541-283e23750f53.png,sd3.5-large-turbo,671813a64cc728d09ef7499d,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/7e772bf6-0c7f-417d-89ef-14dfe9ad39ae.png,True,https://storage.googleapis.com/promptsteering/b437c0db-7001-48f7-ac26-2dfdf53ee13c.png,https://storage.googleapis.com/promptsteering/7e772bf6-0c7f-417d-89ef-14dfe9ad39ae.png
https://storage.googleapis.com/promptsteering/5ab4a366-de7a-4ec5-a1eb-6ad874f44c25.png,ideogram-v2-turbo,5bf56163c901570001b813b2,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/543106c2-da9c-442e-8e2a-4dc7d8018e9a.png,False,https://storage.googleapis.com/promptsteering/543106c2-da9c-442e-8e2a-4dc7d8018e9a.png,https://storage.googleapis.com/promptsteering/a6362a0e-9413-4582-90f2-a4b704b1df85.png
https://storage.googleapis.com/promptsteering/1363d2dc-cbb7-46dc-baad-799097e4c625.png,dall-e-2,6011a4b308baec1050c17853,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/35de07ff-ecc8-4797-bb75-061ae11612ba.png,True,https://storage.googleapis.com/promptsteering/76a801b9-9977-4129-858b-93d5743c2cd1.png,https://storage.googleapis.com/promptsteering/35de07ff-ecc8-4797-bb75-061ae11612ba.png
https://storage.googleapis.com/promptsteering/54e6b520-6e03-4016-891b-8e750e70d7c7.png,flux-dev,66d70f8a63fd78797e0776e1,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/62ee8469-142c-4c6c-ad9d-a707ed2460f9.png,True,https://storage.googleapis.com/promptsteering/fb0a0cbc-3f6a-405f-a081-60aba5b73ef5.png,https://storage.googleapis.com/promptsteering/62ee8469-142c-4c6c-ad9d-a707ed2460f9.png
https://storage.googleapis.com/promptsteering/4ab05e32-45cd-4573-ae46-45bbba3a7bce.png,sd3.5-medium,67682be0c8654782079d69c4,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/66ebf41c-6354-4c38-af8b-1672ef9a8059.png,True,https://storage.googleapis.com/promptsteering/cc59a717-e8dd-424c-8089-72b38710e616.png,https://storage.googleapis.com/promptsteering/66ebf41c-6354-4c38-af8b-1672ef9a8059.png
https://storage.googleapis.com/promptsteering/a202fcdd-6f7f-4044-900a-9b2a1e1f0008.png,sd3.5-medium,5d49d17b3dad1f0001e2aba1,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/c139179e-45b7-4cbe-a32f-e276a5bb5160.png,True,https://storage.googleapis.com/promptsteering/f7a8b562-b381-418c-87af-bd9e015eae44.png,https://storage.googleapis.com/promptsteering/c139179e-45b7-4cbe-a32f-e276a5bb5160.png
https://storage.googleapis.com/promptsteering/06b4cdd2-82c2-4262-b48f-05b86e0e2074.png,flux-1.1-pro-ultra,66a667f605982fe0819124a1,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/f4773444-8f15-48ec-b330-bc7b6f0543ca.png,False,https://storage.googleapis.com/promptsteering/f4773444-8f15-48ec-b330-bc7b6f0543ca.png,https://storage.googleapis.com/promptsteering/f69333df-b5e3-4c8e-b455-ce2b26120e62.png
https://storage.googleapis.com/promptsteering/7e618a4f-ec24-42e6-8dca-c2af1cb0919a.png,dall-e-3,66598536c019b32cd7fa1fda,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/6be0b17a-57b6-49e2-8b82-755370d40d99.png,True,https://storage.googleapis.com/promptsteering/d40d85f6-c68f-4c94-9443-38e68da4aa67.png,https://storage.googleapis.com/promptsteering/6be0b17a-57b6-49e2-8b82-755370d40d99.png
https://storage.googleapis.com/promptsteering/94991658-e0e6-4b0e-b5e9-5337f1fa1d57.png,dall-e-2,66d749dad04d6166d7928a7f,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/cf420425-5561-4077-8f39-c2869a5abff6.png,True,https://storage.googleapis.com/promptsteering/0d63856b-94f4-4388-8194-35eca0b0b3d7.png,https://storage.googleapis.com/promptsteering/cf420425-5561-4077-8f39-c2869a5abff6.png
https://storage.googleapis.com/promptsteering/e2aa9895-ccb7-47b9-bbb8-2d7e9a633a42.png,ideogram-v2-turbo,66a391a6b9b37bcc67d2432c,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/cbb727ba-445b-4ee1-95be-2fab4a368eaf.png,True,https://storage.googleapis.com/promptsteering/9768cd4e-c4c0-4dbc-b47f-ef06edb58405.png,https://storage.googleapis.com/promptsteering/cbb727ba-445b-4ee1-95be-2fab4a368eaf.png
https://storage.googleapis.com/promptsteering/52bef84e-0c18-450f-896f-0a43aa55b485.png,sd3.5-large-turbo,67752371ea9a49a6406657a2,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/170f337d-b7fd-47c3-89b9-68fff83afbdb.png,False,https://storage.googleapis.com/promptsteering/170f337d-b7fd-47c3-89b9-68fff83afbdb.png,https://storage.googleapis.com/promptsteering/eaa51b8f-4634-4e99-8792-912a6f0fc183.png
https://storage.googleapis.com/promptsteering/28dcbc83-0d2d-4572-aa43-88f1a776a612.png,sd3.5-large,66854df2e5fef4239ff63a7d,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/99beb967-97a4-4040-bfec-8a7e0ac77ba4.png,True,https://storage.googleapis.com/promptsteering/5dae92b9-f2a5-457b-b305-0408dd322e8a.png,https://storage.googleapis.com/promptsteering/99beb967-97a4-4040-bfec-8a7e0ac77ba4.png
https://storage.googleapis.com/promptsteering/e3b8a0db-a34c-4961-b5d1-51fa31253828.png,sd3.5-large,5974ce5364b35a00019dd811,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/2586162e-0c72-41ee-a2ba-b35f060ab584.png,False,https://storage.googleapis.com/promptsteering/2586162e-0c72-41ee-a2ba-b35f060ab584.png,https://storage.googleapis.com/promptsteering/36d8363d-0875-4538-a7e0-d0c161976228.png
https://storage.googleapis.com/promptsteering/20b5cf00-248e-43aa-8577-d539a197d669.png,ideogram-v2-turbo,60984a1b0cce76d16c4ca781,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/d643e807-45cb-4e98-987e-00d60da16012.png,True,https://storage.googleapis.com/promptsteering/9456e466-fc36-465f-91db-78c8877ebed3.png,https://storage.googleapis.com/promptsteering/d643e807-45cb-4e98-987e-00d60da16012.png
https://storage.googleapis.com/promptsteering/944bdbaa-1411-4d35-8ea0-92a1aedf0310.png,ideogram-v2-turbo,674ca2f2b42dd96dc2f71707,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/d7b06ae8-1cfb-4379-9af6-f1efe99e8bf1.png,True,https://storage.googleapis.com/promptsteering/fce01c9c-2d68-4e3a-b680-a90fd051cf6f.png,https://storage.googleapis.com/promptsteering/d7b06ae8-1cfb-4379-9af6-f1efe99e8bf1.png
https://storage.googleapis.com/promptsteering/96564779-45ca-44ad-8ba4-c6e3de7d3f3c.png,photon-flash,675b566662337f54d9e25c18,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/1843c1f5-b8ca-46c4-a9f3-53516d32035c.png,True,https://storage.googleapis.com/promptsteering/37f35308-1af7-494b-b9e3-18067a919184.png,https://storage.googleapis.com/promptsteering/1843c1f5-b8ca-46c4-a9f3-53516d32035c.png
https://storage.googleapis.com/promptsteering/7bc972c6-ce71-4566-a3ab-3f3dc5f85a9e.png,sd3.5-medium,6724cd00a22f88c072cebf5d,61507d436ab12ee98422756d,https://storage.googleapis.com/promptsteering/0df3bbc7-5b93-45c4-93dc-cbdc1de41c51.png,True,https://storage.googleapis.com/promptsteering/90b07bb5-9bd4-4c9d-ac79-7075fdde313c.png,https://storage.googleapis.com/promptsteering/0df3bbc7-5b93-45c4-93dc-cbdc1de41c51.png
https://storage.googleapis.com/promptsteering/17ec6ab2-96d4-443b-a665-3aab0c639311.png,flux-1.1-pro-ultra,66cb20895fabec35a88e5291,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/a009bdc5-d3f9-44ab-a07d-3812b7cde49d.png,False,https://storage.googleapis.com/promptsteering/a009bdc5-d3f9-44ab-a07d-3812b7cde49d.png,https://storage.googleapis.com/promptsteering/521b4de8-f9a8-45b1-8c80-9b0478042093.png
https://storage.googleapis.com/promptsteering/080c53d1-2a3a-4dbb-9678-439a302c5079.png,photon-flash,62b626b7cc2365d4e7f5c5aa,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/eb37d3f2-5c93-4c58-8ae5-7368fe33349c.png,False,https://storage.googleapis.com/promptsteering/eb37d3f2-5c93-4c58-8ae5-7368fe33349c.png,https://storage.googleapis.com/promptsteering/437842d0-db05-4919-acfd-df55f275661c.png
https://storage.googleapis.com/promptsteering/4709e0bd-c60a-4ad3-9050-2c15d7f214f5.png,dall-e-2,66e34b8c7794ea31ff3f31cf,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/4fba9c98-fb4b-4c65-9c0f-221bee40f908.png,False,https://storage.googleapis.com/promptsteering/4fba9c98-fb4b-4c65-9c0f-221bee40f908.png,https://storage.googleapis.com/promptsteering/0f56630f-4d21-4755-adca-decd710e6578.png
https://storage.googleapis.com/promptsteering/1dab838e-7edf-4b00-9edd-41a886d33bba.png,photon-flash,613ab0960ff3efd039adf1e0,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/d85ef3ec-920e-4cc9-b63a-a234f794d9e5.png,True,https://storage.googleapis.com/promptsteering/f3fe8594-8cf8-4756-8601-2c1fa6b08e07.png,https://storage.googleapis.com/promptsteering/d85ef3ec-920e-4cc9-b63a-a234f794d9e5.png
https://storage.googleapis.com/promptsteering/4f1bb607-944a-4f22-a098-50df1417732b.png,sd3.5-medium,5daae19f8a06b60016d1bc32,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/30e2e6c7-408d-4326-909d-ed8bd6b0c595.png,True,https://storage.googleapis.com/promptsteering/c3ddd76c-4309-42d4-aab6-4268482450a2.png,https://storage.googleapis.com/promptsteering/30e2e6c7-408d-4326-909d-ed8bd6b0c595.png
https://storage.googleapis.com/promptsteering/0c3d68c2-9dff-40e8-bd96-6db88256cedd.png,dall-e-3,67507ab17fd854ef0f1dad62,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/c3c929bc-6d90-4d4c-b1a1-f15e1676f209.png,True,https://storage.googleapis.com/promptsteering/dd257617-4dc4-4b89-89b1-e0cd0b2031ab.png,https://storage.googleapis.com/promptsteering/c3c929bc-6d90-4d4c-b1a1-f15e1676f209.png
https://storage.googleapis.com/promptsteering/a09b120a-3b28-4080-a227-ac529f9b1123.png,flux-1.1-pro-ultra,5a94d2e989de8200013ecab6,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/f759df9b-9db9-45b9-b471-33cd99ca3c54.png,False,https://storage.googleapis.com/promptsteering/f759df9b-9db9-45b9-b471-33cd99ca3c54.png,https://storage.googleapis.com/promptsteering/b38a41e1-30d9-416e-bd99-251276ad4b73.png
https://storage.googleapis.com/promptsteering/d0e396a0-9ef0-4163-9a6d-317d75972669.png,sd3.5-medium,5f217f528ba46c08032a1c42,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/90d800da-9d88-45bc-bb25-899d62083aaa.png,True,https://storage.googleapis.com/promptsteering/adffb350-f21a-40ec-bd04-0b29d78709ea.png,https://storage.googleapis.com/promptsteering/90d800da-9d88-45bc-bb25-899d62083aaa.png
https://storage.googleapis.com/promptsteering/fa394882-901a-43f5-919e-36aa39eb0b0e.png,sd3.5-large-turbo,67792736d5d996eeb7a56342,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/fc4d8a53-29c4-4727-a3a1-037ce91b44a3.png,True,https://storage.googleapis.com/promptsteering/4b6e36ba-ef8c-4778-b554-e0cafbfc74f5.png,https://storage.googleapis.com/promptsteering/fc4d8a53-29c4-4727-a3a1-037ce91b44a3.png
https://storage.googleapis.com/promptsteering/1a25b5fe-3adb-4893-be84-d2c7c7653f96.png,flux-1.1-pro-ultra,664c24abd14ad6656156997f,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/ca4bfa2a-bbd9-4705-906f-388cf9ea7862.png,True,https://storage.googleapis.com/promptsteering/c2d108ce-87d9-4649-b087-0a16306d306a.png,https://storage.googleapis.com/promptsteering/ca4bfa2a-bbd9-4705-906f-388cf9ea7862.png
https://storage.googleapis.com/promptsteering/9e0c7d0f-20e5-4a16-854e-4004ce194166.png,photon-flash,607728dc0b4f8590b94ae57c,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/56277b10-8d30-48d2-a34b-f1d306d5fce6.png,True,https://storage.googleapis.com/promptsteering/d635e19f-6fa7-4b5a-aa6f-6d7fb0eb7848.png,https://storage.googleapis.com/promptsteering/56277b10-8d30-48d2-a34b-f1d306d5fce6.png
https://storage.googleapis.com/promptsteering/679b11b0-ab21-46e1-ab23-5a4ce85eba30.png,photon-flash,607728dc0b4f8590b94ae57c,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/b087a48d-7d6e-41bb-b158-de2fcaaa3246.png,True,https://storage.googleapis.com/promptsteering/c65090f2-dd2b-4361-9973-e8dd9173258e.png,https://storage.googleapis.com/promptsteering/b087a48d-7d6e-41bb-b158-de2fcaaa3246.png
https://storage.googleapis.com/promptsteering/f079b838-65a7-4363-bd96-49eeace9a354.png,flux-dev,5ef0a7a320e4520009b3af18,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/31c98d30-e006-4b3a-af3c-c9b0b6efc49f.png,True,https://storage.googleapis.com/promptsteering/668e8c46-5451-4255-8af5-5d969391feac.png,https://storage.googleapis.com/promptsteering/31c98d30-e006-4b3a-af3c-c9b0b6efc49f.png
https://storage.googleapis.com/promptsteering/94c808d5-c13f-414e-9c89-e78af8be21e8.png,sd3-large,65745708518a6ec1b4773387,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/4a1cc014-e491-4e17-a6af-9db0c8660343.png,False,https://storage.googleapis.com/promptsteering/4a1cc014-e491-4e17-a6af-9db0c8660343.png,https://storage.googleapis.com/promptsteering/a1ce1deb-2904-45d4-9e6c-227a8bc2d3e3.png
